:ID(MaintenanceEvent),component_id,system_id,aircraft_id,fault,severity,reported_at,corrective_action
ME0858,AC1098-S01-C03,AC1098-S01,AC1098,Vibration exceedance,CRITICAL,2024-09-21T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0859,AC1098-S01-C03,AC1098-S01,AC1098,Vibration exceedance,CRITICAL,2024-09-24T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0860,AC1098-S01-C04,AC1098-S01,AC1098,Vibration exceedance,CRITICAL,2024-09-28T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0861,AC1098-S02-C02,AC1098-S02,AC1098,Bearing wear,MAJOR,2024-08-23T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0862,AC1098-S02-C05,AC1098-S02,AC1098,Bearing wear,MAJOR,2024-09-05T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0863,AC1098-S02-C03,AC1098-S02,AC1098,Bearing wear,MAJOR,2024-09-08T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0864,AC1098-S02-C02,AC1098-S02,AC1098,Overheat,MAJOR,2024-09-09T01:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0865,AC1098-S02-C02,AC1098-S02,AC1098,Bearing wear,MAJOR,2024-09-14T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0866,AC1098-S02-C02,AC1098-S02,AC1098,Vibration exceedance,CRITICAL,2024-09-20T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0867,AC1098-S02-C05,AC1098-S02,AC1098,Vibration exceedance,CRITICAL,2024-09-23T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0868,AC1098-S02-C01,AC1098-S02,AC1098,Overheat,CRITICAL,2024-09-25T12:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0869,AC1098-S02-C01,AC1098-S02,AC1098,Vibration exceedance,CRITICAL,2024-09-26T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0870,AC1099-S01-C02,AC1099-S01,AC1099,Bearing wear,MAJOR,2024-09-06T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0871,AC1099-S01-C02,AC1099-S01,AC1099,Bearing wear,MINOR,2024-09-09T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0872,AC1099-S01-C05,AC1099-S01,AC1099,Bearing wear,MAJOR,2024-09-13T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0873,AC1099-S01-C05,AC1099-S01,AC1099,Sensor drift,MINOR,2024-09-14T00:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0874,AC1099-S01-C04,AC1099-S01,AC1099,Bearing wear,MAJOR,2024-09-18T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0875,AC1099-S01-C01,AC1099-S01,AC1099,Vibration exceedance,CRITICAL,2024-09-24T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0876,AC1099-S01-C05,AC1099-S01,AC1099,Sensor drift,MINOR,2024-09-27T10:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0877,AC1099-S01-C04,AC1099-S01,AC1099,Vibration exceedance,CRITICAL,2024-09-27T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0878,AC1099-S02-C05,AC1099-S02,AC1099,Bearing wear,MAJOR,2024-08-18T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0879,AC1099-S02-C03,AC1099-S02,AC1099,Bearing wear,MAJOR,2024-08-21T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0880,AC1099-S02-C05,AC1099-S02,AC1099,Bearing wear,MAJOR,2024-08-27T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0881,AC1099-S02-C04,AC1099-S02,AC1099,Bearing wear,MAJOR,2024-09-02T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0882,AC1099-S02-C03,AC1099-S02,AC1099,Bearing wear,MAJOR,2024-09-05T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0883,AC1099-S02-C05,AC1099-S02,AC1099,Bearing wear,MAJOR,2024-09-09T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0884,AC1099-S02-C01,AC1099-S02,AC1099,Vibration exceedance,CRITICAL,2024-09-14T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0885,AC1099-S02-C03,AC1099-S02,AC1099,Vibration exceedance,CRITICAL,2024-09-17T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0886,AC1099-S02-C05,AC1099-S02,AC1099,Vibration exceedance,CRITICAL,2024-09-21T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0887,AC1099-S02-C03,AC1099-S02,AC1099,Vibration exceedance,CRITICAL,2024-09-24T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0888,AC1100-S02-C03,AC1100-S02,AC1100,Bearing wear,MINOR,2024-09-03T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0889,AC1100-S02-C04,AC1100-S02,AC1100,Bearing wear,MINOR,2024-09-09T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0890,AC1100-S02-C04,AC1100-S02,AC1100,Bearing wear,MAJOR,2024-09-13T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0891,AC1100-S02-C05,AC1100-S02,AC1100,Bearing wear,MINOR,2024-09-19T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0892,AC1100-S02-C02,AC1100-S02,AC1100,Vibration exceedance,CRITICAL,2024-09-24T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0893,AC1100-S02-C02,AC1100-S02,AC1100,Vibration exceedance,CRITICAL,2024-09-27T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
